investor_id,sip_count,first_sip,last_sip,avg_gap_days,at_risk
INV000108,3,2024-10-11,2025-02-28,46.666666666666664,True
INV000109,9,2024-02-29,2025-03-05,41.111111111111114,True
INV000110,3,2024-04-26,2024-12-26,81.33333333333333,True
INV000111,1,2024-12-16,2024-12-16,0.0,False
INV000112,3,2024-02-13,2024-10-11,80.33333333333333,True
INV000113,8,2024-02-11,2024-12-29,40.25,True
INV000114,1,2024-05-17,2024-05-17,0.0,False
INV000115,4,2024-02-02,2025-03-29,105.25,True
INV000116,3,2024-04-27,2025-03-08,105.0,True
INV000117,4,2024-04-04,2025-03-22,88.0,True
INV000118,5,2024-09-01,2025-03-22,40.4,True
INV000119,2,2024-09-14,2025-02-03,71.0,True
INV000120,3,2024-05-28,2025-01-18,78.33333333333333,True
INV000121,2,2024-06-13,2024-11-30,85.0,True
INV000122,1,2024-03-25,2024-03-25,0.0,False
INV000123,7,2024-03-28,2025-03-21,51.142857142857146,True
INV000124,4,2024-02-15,2025-04-24,108.5,True
INV000125,5,2024-06-16,2025-05-25,68.6,True
INV000126,1,2025-01-25,2025-01-25,0.0,False
INV000127,1,2025-02-01,2025-02-01,0.0,False
INV000128,6,2024-03-19,2025-05-03,68.33333333333333,True
INV000129,5,2024-03-06,2025-05-14,86.8,True
INV000130,2,2024-08-17,2025-02-03,85.0,True
INV000131,7,2024-04-05,2025-03-07,48.0,True
INV000132,6,2024-05-12,2025-05-02,59.166666666666664,True
INV000133,6,2024-02-15,2025-05-01,73.5,True
INV000134,3,2024-01-20,2024-07-12,58.0,True
INV000135,3,2024-01-24,2024-09-20,80.0,True
INV000136,1,2024-09-02,2024-09-02,0.0,False
INV000137,4,2024-05-25,2025-01-24,61.0,True
INV000138,6,2024-05-06,2025-05-22,63.5,True
INV000139,1,2024-03-24,2024-03-24,0.0,False
INV000140,2,2024-04-09,2024-09-13,78.5,True
INV000141,1,2025-03-18,2025-03-18,0.0,False
INV000143,4,2024-02-28,2025-01-01,77.0,True
INV000144,3,2024-01-04,2025-01-03,121.66666666666667,True
INV000145,6,2024-02-17,2025-05-09,74.5,True
INV000146,6,2024-02-12,2025-01-11,55.666666666666664,True
INV000147,4,2024-05-11,2025-04-24,87.0,True
INV000148,9,2024-03-11,2025-05-01,46.22222222222222,True
INV000150,5,2024-02-15,2025-03-24,80.6,True
INV000151,3,2024-04-14,2025-01-12,91.0,True
INV000152,1,2024-11-21,2024-11-21,0.0,False
INV000153,4,2024-06-20,2024-10-30,33.0,False
INV000154,5,2024-05-07,2025-01-18,51.2,True
INV000155,7,2024-06-18,2025-01-28,32.0,False
INV000156,4,2024-01-08,2025-05-01,119.75,True
INV000158,5,2024-03-07,2025-04-23,82.4,True
INV000159,3,2024-04-19,2025-05-26,134.0,True
INV000160,3,2024-08-03,2024-10-16,24.666666666666668,False
INV000161,7,2024-02-23,2025-05-06,62.57142857142857,True
INV000162,2,2024-03-06,2025-05-15,217.5,True
INV000163,8,2024-01-06,2025-03-08,53.375,True
INV000164,6,2024-04-17,2025-02-20,51.5,True
INV000165,4,2024-03-30,2025-05-29,106.25,True
INV000166,4,2024-01-06,2025-05-18,124.5,True
INV000167,5,2024-01-09,2025-02-02,78.0,True
INV000168,1,2024-02-22,2024-02-22,0.0,False
INV000169,7,2024-03-17,2025-04-28,58.142857142857146,True
INV000170,2,2024-08-13,2024-08-31,9.0,False
INV000171,2,2024-01-11,2024-04-18,49.0,True
INV000172,4,2024-04-12,2025-05-17,100.0,True
INV000173,7,2024-04-18,2025-03-30,49.42857142857143,True
INV000174,5,2024-01-27,2025-05-19,95.6,True
INV000175,7,2024-01-12,2025-05-28,71.71428571428571,True
INV000176,3,2024-02-08,2025-03-17,134.33333333333334,True
INV000177,8,2024-01-16,2025-04-18,57.25,True
INV000178,2,2024-06-08,2025-01-24,115.0,True
INV000179,5,2024-05-25,2024-10-31,31.8,False
INV000180,6,2024-05-07,2025-03-12,51.5,True
INV000181,3,2024-01-05,2024-11-21,107.0,True
INV000182,5,2024-04-15,2025-01-22,56.4,True
INV000183,9,2024-02-20,2025-05-14,49.888888888888886,True
INV000184,1,2024-02-10,2024-02-10,0.0,False
INV000185,2,2024-05-04,2024-11-16,98.0,True
INV000189,3,2024-01-14,2024-11-16,102.33333333333333,True
INV000190,5,2024-10-21,2025-05-29,44.0,True
INV000191,7,2024-04-12,2025-03-17,48.42857142857143,True
INV000192,5,2024-02-11,2025-03-16,79.8,True
INV000193,4,2024-01-28,2025-05-08,116.5,True
INV000194,7,2024-05-23,2025-05-06,49.714285714285715,True
INV000195,6,2024-04-08,2025-04-30,64.5,True
INV000196,7,2024-03-17,2025-05-05,59.142857142857146,True
INV000197,1,2025-02-26,2025-02-26,0.0,False
INV000198,1,2024-09-07,2024-09-07,0.0,False
INV000199,4,2024-08-13,2025-02-24,48.75,True
INV000200,4,2024-01-16,2024-12-22,85.25,True
INV000201,9,2024-01-17,2025-03-01,45.44444444444444,True
INV000202,2,2024-03-21,2025-03-04,174.0,True
INV000203,5,2024-03-19,2024-09-06,34.2,False
INV000204,2,2025-01-23,2025-03-12,24.0,False
INV000205,8,2024-01-27,2025-04-09,54.75,True
INV000206,1,2024-09-26,2024-09-26,0.0,False
INV000207,5,2024-04-25,2025-05-10,76.0,True
INV000208,1,2024-06-19,2024-06-19,0.0,False
INV000209,1,2025-01-05,2025-01-05,0.0,False
INV000210,8,2024-01-14,2025-05-23,61.875,True
INV000211,5,2024-02-07,2025-05-16,92.8,True
INV000212,1,2024-06-18,2024-06-18,0.0,False
INV000213,4,2024-03-09,2024-12-04,67.5,True
INV000214,6,2024-01-11,2025-04-29,79.0,True
INV000215,5,2024-01-18,2025-03-30,87.4,True
INV000216,4,2024-06-22,2024-12-23,46.0,True
INV000217,6,2024-02-04,2025-05-09,76.66666666666667,True
INV000218,1,2024-05-31,2024-05-31,0.0,False
INV000219,3,2024-07-01,2025-03-10,84.0,True
INV000220,5,2024-01-12,2025-02-18,80.6,True
INV000221,5,2024-11-28,2025-04-16,27.8,False
INV000222,4,2024-07-09,2024-11-05,29.75,False
INV000223,5,2024-01-13,2025-04-16,91.8,True
INV000224,4,2024-07-23,2025-03-04,56.0,True
INV000225,4,2024-02-10,2025-02-20,94.0,True
INV000226,4,2024-06-11,2025-02-19,63.25,True
INV000227,3,2024-03-09,2024-10-11,72.0,True
INV000228,9,2024-01-10,2025-05-02,53.111111111111114,True
INV000229,5,2024-08-08,2025-05-06,54.2,True
INV000230,5,2024-01-24,2024-09-23,48.6,True
INV000231,5,2024-02-10,2024-08-16,37.6,True
INV000232,1,2024-04-12,2024-04-12,0.0,False
INV000233,1,2024-01-10,2024-01-10,0.0,False
INV000234,5,2024-01-01,2025-05-02,97.4,True
INV000235,4,2024-05-09,2024-12-18,55.75,True
INV000236,8,2024-01-18,2025-05-02,58.75,True
INV000237,1,2024-10-09,2024-10-09,0.0,False
INV000238,6,2024-02-08,2025-05-21,78.0,True
INV000239,8,2024-04-16,2025-03-24,42.75,True
INV000240,1,2024-10-30,2024-10-30,0.0,False
INV000241,3,2024-06-24,2025-01-31,73.66666666666667,True
INV000242,3,2024-07-12,2024-11-14,41.666666666666664,True
INV000243,6,2024-01-25,2025-04-10,73.5,True
INV000244,4,2024-02-19,2024-04-29,17.5,False
INV000245,6,2024-02-08,2025-05-14,76.83333333333333,True
INV000246,4,2024-01-18,2024-10-21,69.25,True
INV000248,1,2025-01-03,2025-01-03,0.0,False
INV000249,7,2024-04-09,2025-01-07,39.0,True
INV000251,2,2024-06-04,2025-01-13,111.5,True
INV000252,6,2024-01-25,2024-10-03,42.0,True
INV000253,1,2025-04-16,2025-04-16,0.0,False
INV000254,2,2024-08-26,2025-05-02,124.5,True
INV000255,6,2024-03-05,2024-11-03,40.5,True
INV000256,6,2024-03-02,2025-02-16,58.5,True
INV000257,5,2024-05-03,2025-05-11,74.6,True
INV000258,1,2024-05-31,2024-05-31,0.0,False
INV000259,6,2024-01-25,2025-01-12,58.833333333333336,True
INV000260,8,2024-01-08,2025-02-28,52.125,True
INV000261,4,2024-01-14,2025-02-11,98.5,True
INV000262,8,2024-04-18,2025-04-28,46.875,True
INV000263,8,2024-01-11,2025-05-04,59.875,True
INV000264,1,2025-05-17,2025-05-17,0.0,False
INV000265,10,2024-01-25,2025-05-20,48.1,True
INV000266,4,2024-02-01,2024-11-30,75.75,True
INV000267,5,2024-02-25,2025-02-06,69.4,True
INV000268,7,2024-01-22,2025-01-30,53.42857142857143,True
INV000269,2,2024-01-21,2024-07-19,90.0,True
INV000270,2,2024-02-23,2024-07-02,65.0,True
INV000271,2,2024-06-08,2025-05-16,171.0,True
INV000272,4,2024-07-28,2025-05-13,72.25,True
INV000273,1,2025-03-19,2025-03-19,0.0,False
INV000274,5,2024-03-09,2025-04-16,80.6,True
INV000275,2,2024-07-17,2024-08-03,8.5,False
INV000276,4,2024-03-08,2024-11-03,60.0,True
INV000277,1,2024-08-29,2024-08-29,0.0,False
INV000278,2,2024-03-25,2025-03-14,177.0,True
INV000279,9,2024-03-01,2025-02-11,38.55555555555556,True
INV000280,9,2024-01-22,2025-04-12,49.55555555555556,True
INV000281,1,2024-04-04,2024-04-04,0.0,False
INV000282,2,2025-03-18,2025-05-10,26.5,False
INV000283,6,2024-02-11,2025-01-16,56.666666666666664,True
INV000284,4,2024-08-31,2025-02-21,43.5,True
INV000285,2,2024-04-25,2024-09-12,70.0,True
INV000286,5,2024-01-15,2025-04-19,92.0,True
INV000287,7,2024-01-17,2025-03-11,59.857142857142854,True
INV000288,5,2024-01-07,2025-04-08,91.4,True
INV000289,8,2024-01-21,2025-04-04,54.875,True
INV000290,1,2024-04-10,2024-04-10,0.0,False
INV000291,6,2024-02-13,2025-05-03,74.16666666666667,True
INV000292,7,2024-05-13,2025-02-13,39.42857142857143,True
INV000293,7,2024-01-09,2024-10-17,40.285714285714285,True
INV000294,5,2024-02-13,2024-09-18,43.6,True
INV000295,2,2024-06-28,2024-07-06,4.0,False
INV000296,2,2024-05-19,2024-10-24,79.0,True
INV000297,6,2024-02-01,2025-04-29,75.5,True
INV000298,5,2024-03-15,2025-03-20,74.0,True
INV000299,6,2024-03-22,2025-05-22,71.0,True
INV000300,3,2024-06-21,2024-11-21,51.0,True
INV000301,5,2024-08-25,2025-05-26,54.8,True
INV000302,1,2024-06-24,2024-06-24,0.0,False
INV000303,3,2024-02-10,2025-04-03,139.33333333333334,True
INV000304,7,2024-02-01,2025-03-27,60.0,True
INV000305,4,2024-01-27,2024-07-10,41.25,True
INV000306,3,2024-12-01,2025-05-02,50.666666666666664,True
INV000307,2,2024-05-04,2024-10-13,81.0,True
INV000308,5,2024-02-04,2025-05-17,93.6,True
INV000309,8,2024-01-08,2025-01-06,45.5,True
INV000310,7,2024-02-25,2025-05-25,65.0,True
INV000311,3,2024-01-25,2024-11-24,101.33333333333333,True
INV000312,5,2024-02-02,2025-05-26,95.8,True
INV000313,2,2024-07-17,2025-05-23,155.0,True
INV000314,4,2024-03-01,2024-09-24,51.75,True
INV000315,4,2024-02-25,2024-10-09,56.75,True
INV000316,5,2024-03-06,2025-02-16,69.4,True
INV000317,4,2024-03-10,2025-05-23,109.75,True
INV000318,6,2024-01-29,2025-05-30,81.16666666666667,True
INV000319,7,2024-02-17,2025-05-03,63.0,True
INV000320,5,2024-03-10,2024-12-15,56.0,True
INV000321,7,2024-01-03,2025-03-15,62.42857142857143,True
INV000322,3,2024-01-15,2024-09-13,80.66666666666667,True
INV000323,3,2024-12-21,2025-05-04,44.666666666666664,True
INV000325,2,2024-06-17,2025-01-30,113.5,True
INV000326,3,2024-05-29,2025-04-03,103.0,True
INV000327,2,2024-01-13,2024-03-03,25.0,False
INV000328,9,2024-03-09,2025-01-03,33.333333333333336,False
INV000329,4,2024-01-31,2024-10-23,66.5,True
INV000330,4,2024-01-04,2025-02-18,102.75,True
INV000331,8,2024-01-23,2025-01-12,44.375,True
INV000332,4,2024-09-25,2024-12-16,20.5,False
INV000333,4,2024-02-14,2025-05-10,112.75,True
INV000334,7,2024-07-06,2024-12-06,21.857142857142858,False
INV000335,6,2024-01-25,2025-05-19,80.0,True
INV000336,2,2024-12-14,2025-05-13,75.0,True
INV000337,5,2024-03-15,2025-05-03,82.8,True
INV000338,1,2025-03-07,2025-03-07,0.0,False
INV000339,6,2024-02-15,2025-05-30,78.33333333333333,True
INV000340,5,2024-03-31,2024-08-06,25.6,False
INV000341,8,2024-02-18,2025-03-05,47.625,True
INV000342,1,2024-07-20,2024-07-20,0.0,False
INV000343,2,2024-06-21,2025-02-24,124.0,True
INV000344,5,2024-10-04,2025-02-03,24.4,False
INV000345,1,2025-02-12,2025-02-12,0.0,False
INV000346,1,2024-06-20,2024-06-20,0.0,False
INV000347,1,2024-10-13,2024-10-13,0.0,False
INV000348,2,2024-02-17,2024-11-27,142.0,True
INV000349,4,2024-02-05,2024-12-20,79.75,True
INV000350,2,2024-04-12,2024-07-06,42.5,True
INV000351,5,2024-06-06,2025-05-18,69.2,True
INV000352,5,2024-03-02,2025-01-19,64.6,True
INV000353,1,2024-05-19,2024-05-19,0.0,False
INV000354,3,2024-01-29,2025-05-12,156.33333333333334,True
INV000355,1,2025-05-23,2025-05-23,0.0,False
INV000356,6,2024-06-13,2025-03-12,45.333333333333336,True
INV000357,3,2024-09-05,2025-02-23,57.0,True
INV000358,1,2025-02-26,2025-02-26,0.0,False
INV000359,9,2024-02-19,2025-04-27,48.111111111111114,True
INV000360,5,2024-01-11,2025-05-13,97.6,True
INV000361,3,2024-03-10,2024-09-22,65.33333333333333,True
INV000363,7,2024-02-12,2025-05-19,66.0,True
INV000364,3,2024-07-15,2025-01-20,63.0,True
INV000366,4,2024-06-23,2025-02-24,61.5,True
INV000367,4,2024-01-09,2024-06-26,42.25,True
INV000368,1,2025-05-24,2025-05-24,0.0,False
INV000369,6,2024-03-06,2024-10-11,36.5,True
INV000370,5,2024-01-02,2025-04-13,93.4,True
INV000371,8,2024-01-18,2025-03-08,51.875,True
INV000372,7,2024-03-03,2025-01-24,46.714285714285715,True
INV000373,2,2024-07-13,2024-08-30,24.0,False
INV000374,4,2024-01-20,2025-02-06,95.75,True
INV000376,1,2024-10-22,2024-10-22,0.0,False
INV000377,5,2024-02-23,2024-12-20,60.2,True
INV000378,3,2024-02-01,2024-09-23,78.33333333333333,True
INV000379,3,2024-10-26,2025-01-22,29.333333333333332,False
INV000380,6,2024-01-18,2025-05-17,80.83333333333333,True
INV000381,1,2024-11-02,2024-11-02,0.0,False
INV000382,1,2024-04-26,2024-04-26,0.0,False
INV000383,5,2024-02-13,2025-04-17,85.8,True
INV000384,5,2024-04-28,2025-03-07,62.6,True
INV000385,4,2024-04-14,2025-01-17,69.5,True
INV000386,1,2024-01-04,2024-01-04,0.0,False
INV000387,3,2024-01-22,2024-08-15,68.66666666666667,True
INV000388,9,2024-02-27,2025-05-01,47.666666666666664,True
INV000389,3,2024-02-01,2024-10-13,85.0,True
INV000390,3,2024-04-06,2025-01-02,90.33333333333333,True
INV000391,1,2025-03-16,2025-03-16,0.0,False
INV000392,7,2024-02-10,2025-05-18,66.14285714285714,True
INV000393,2,2024-08-28,2024-10-10,21.5,False
INV000394,5,2024-01-25,2025-01-19,72.0,True
INV000395,7,2024-04-13,2025-03-13,47.714285714285715,True
INV000396,6,2024-01-24,2025-03-15,69.33333333333333,True
INV000397,4,2024-04-12,2025-05-01,96.0,True
INV000399,10,2024-01-08,2025-03-29,44.6,True
INV000400,6,2024-05-01,2025-03-10,52.166666666666664,True
INV000401,4,2025-03-21,2025-05-24,16.0,False
INV000402,4,2024-08-21,2025-05-30,70.5,True
INV000403,6,2024-05-30,2025-03-17,48.5,True
INV000404,1,2025-02-17,2025-02-17,0.0,False
INV000405,2,2024-01-15,2024-03-20,32.5,False
INV000406,1,2024-08-17,2024-08-17,0.0,False
INV000407,6,2024-02-03,2025-03-21,68.66666666666667,True
INV000408,6,2024-04-15,2024-12-05,39.0,True
INV000409,2,2024-01-28,2025-02-06,187.5,True
INV000410,5,2024-03-05,2025-03-09,73.8,True
INV000411,4,2024-02-12,2024-08-31,50.25,True
INV000412,8,2024-07-06,2025-05-08,38.25,True
INV000413,5,2024-01-20,2025-03-05,82.0,True
INV000414,8,2024-01-12,2025-04-20,58.0,True
INV000415,7,2024-03-30,2025-05-01,56.714285714285715,True
INV000416,2,2024-09-10,2025-01-07,59.5,True
INV000417,4,2024-06-22,2025-05-01,78.25,True
INV000418,6,2024-01-16,2025-03-25,72.33333333333333,True
INV000419,3,2024-09-15,2025-04-27,74.66666666666667,True
INV000420,1,2024-02-02,2024-02-02,0.0,False
INV000421,4,2024-04-25,2025-01-25,68.75,True
INV000422,1,2024-01-20,2024-01-20,0.0,False
INV000423,3,2024-03-01,2025-03-11,125.0,True
INV000424,1,2025-01-13,2025-01-13,0.0,False
INV000425,3,2025-02-21,2025-05-11,26.333333333333332,False
INV000426,2,2024-09-14,2024-10-23,19.5,False
INV000427,7,2024-02-04,2025-03-21,58.714285714285715,True
INV000428,8,2024-01-01,2024-12-31,45.625,True
INV000429,6,2024-01-22,2025-02-11,64.33333333333333,True
INV000430,4,2024-02-18,2025-05-09,111.5,True
INV000431,5,2024-01-03,2024-12-13,69.0,True
INV000432,3,2024-02-12,2025-04-19,144.0,True
INV000433,5,2024-05-03,2025-01-24,53.2,True
INV000434,1,2024-03-05,2024-03-05,0.0,False
INV000435,1,2025-03-09,2025-03-09,0.0,False
INV000436,5,2024-08-02,2025-05-21,58.4,True
INV000437,6,2024-01-01,2025-05-04,81.5,True
INV000438,2,2024-06-01,2024-12-02,92.0,True
INV000439,5,2024-12-09,2025-03-16,19.4,False
INV000440,8,2024-01-17,2025-05-18,60.875,True
INV000441,6,2024-06-28,2025-04-28,50.666666666666664,True
INV000442,3,2024-02-16,2025-04-26,145.0,True
INV000443,2,2024-01-14,2025-01-21,186.5,True
INV000444,6,2024-04-26,2025-04-27,61.0,True
INV000445,9,2024-01-24,2025-04-30,51.333333333333336,True
INV000446,6,2024-02-13,2024-08-24,32.166666666666664,False
INV000449,6,2024-06-13,2025-02-02,39.0,True
INV000450,1,2024-03-06,2024-03-06,0.0,False
INV000452,9,2024-03-09,2025-04-08,43.888888888888886,True
INV000453,4,2024-07-02,2025-04-22,73.5,True
INV000454,3,2024-01-03,2025-04-12,155.0,True
INV000455,2,2024-12-09,2025-02-22,37.5,True
INV000456,5,2024-04-13,2024-10-11,36.2,True
INV000457,6,2024-02-25,2025-05-27,76.16666666666667,True
INV000458,5,2024-05-05,2025-03-28,65.4,True
INV000459,4,2024-04-22,2024-12-24,61.5,True
INV000460,6,2024-03-02,2024-10-05,36.166666666666664,True
INV000461,3,2024-01-05,2024-05-19,45.0,True
INV000462,2,2024-04-23,2024-07-11,39.5,True
INV000463,7,2024-01-09,2025-02-03,55.857142857142854,True
INV000465,4,2024-04-23,2025-02-25,77.0,True
INV000466,7,2024-01-26,2025-04-10,62.857142857142854,True
INV000467,10,2024-01-01,2025-05-25,51.0,True
INV000468,1,2024-02-02,2024-02-02,0.0,False
INV000469,7,2024-03-30,2025-05-27,60.42857142857143,True
INV000470,2,2024-02-29,2025-04-05,200.5,True
INV000471,3,2024-04-16,2024-12-14,80.66666666666667,True
INV000472,1,2024-03-02,2024-03-02,0.0,False
INV000473,4,2024-03-15,2025-01-24,78.75,True
INV000474,5,2024-01-23,2025-03-12,82.8,True
INV000475,2,2024-01-23,2024-04-22,45.0,True
INV000476,3,2024-01-05,2024-01-25,6.666666666666667,False
INV000477,1,2025-03-31,2025-03-31,0.0,False
INV000478,2,2024-01-01,2024-03-02,30.5,False
INV000479,2,2024-08-06,2024-11-13,49.5,True
INV000480,5,2024-02-08,2025-04-03,84.0,True
INV000481,4,2024-02-14,2025-05-28,117.25,True
INV000482,3,2024-03-31,2024-12-23,89.0,True
INV000483,8,2024-01-18,2025-05-25,61.625,True
INV000484,1,2024-02-28,2024-02-28,0.0,False
INV000485,4,2024-02-08,2025-03-30,104.0,True
INV000487,5,2024-01-12,2024-12-30,70.6,True
INV000488,4,2024-03-12,2025-01-13,76.75,True
INV000489,4,2024-10-03,2025-04-19,49.5,True
INV000490,2,2024-01-14,2024-09-01,115.5,True
INV000491,6,2024-02-02,2025-05-22,79.16666666666667,True
INV000492,4,2024-02-09,2025-04-20,109.0,True
INV000493,10,2024-03-01,2025-05-03,42.8,True
INV000494,4,2024-05-28,2025-01-05,55.5,True
INV000495,5,2024-03-23,2024-06-30,19.8,False
INV000496,5,2024-04-10,2025-03-01,65.0,True
INV000497,7,2024-03-23,2025-05-28,61.57142857142857,True
INV000498,1,2024-04-23,2024-04-23,0.0,False
INV000499,7,2024-01-28,2025-05-09,66.71428571428571,True
INV000500,3,2024-02-24,2024-11-16,88.66666666666667,True
INV000501,3,2024-02-16,2024-09-04,67.0,True
INV000502,1,2024-12-15,2024-12-15,0.0,False
INV000503,1,2024-07-07,2024-07-07,0.0,False
INV000504,1,2024-09-14,2024-09-14,0.0,False
INV000505,4,2024-03-06,2024-12-11,70.0,True
INV000506,3,2024-06-21,2024-11-11,47.666666666666664,True
INV000507,7,2024-02-27,2025-04-23,60.142857142857146,True
INV000509,3,2024-09-17,2025-01-17,40.666666666666664,True
INV000510,2,2024-01-17,2024-07-25,95.0,True
INV000511,4,2024-01-21,2025-02-22,99.5,True
INV000512,9,2024-02-18,2025-05-01,48.666666666666664,True
INV000513,2,2025-02-01,2025-05-15,51.5,True
INV000514,4,2024-06-02,2025-03-31,75.5,True
INV000516,1,2025-02-22,2025-02-22,0.0,False
INV000517,3,2024-01-17,2024-02-26,13.333333333333334,False
INV000518,1,2024-11-05,2024-11-05,0.0,False
INV000519,3,2024-07-19,2025-02-20,72.0,True
INV000520,3,2024-02-23,2024-07-01,43.0,True
INV000521,3,2024-07-07,2024-11-24,46.666666666666664,True
